Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
75,87,67,64,1,91,56
47,34,1,57,59,72,74
74,18,13,59,68,52,93
41,14,94,15,43,29,63
57,52,93,62,62,8,65
42,67,49,23,10,54,15
89,98,72,75,78,40,95
52,16,58,90,47,34,94
39,56,54,36,3,19,27
28,75,50,21,21,57,79
54,73,18,57,13,52,23
33,59,16,40,84,92,88
1,31,72,74,37,13,39
88,6,39,63,60,10,72
92,21,74,57,67,87,23
6,72,88,49,22,46,41
25,53,21,12,88,18,93
5,65,73,34,66,1,63
69,22,65,27,87,9,4
59,82,84,97,99,80,21
80,28,62,75,28,99,72
57,28,36,79,32,7,29
83,30,26,74,93,69,17
69,37,65,68,56,43,4
56,78,98,66,22,95,44
30,25,87,4,77,20,96
5,26,52,63,43,91,89
75,63,50,37,73,34,2
75,24,31,18,4,86,28
30,27,78,62,65,90,70
18,66,50,81,61,41,93
73,69,44,55,3,33,73
69,98,71,7,79,69,51
16,79,25,23,23,99,64
71,61,96,47,50,29,86
33,45,36,56,51,29,42
67,67,21,85,47,98,76
53,51,91,33,55,97,6
30,72,33,60,26,28,67
1,65,82,83,16,31,75
75,84,23,33,27,79,90
98,48,12,72,88,80,41
18,46,43,40,18,70,3
42,53,32,42,24,7,53
7,43,27,23,6,48,70
3,14,99,89,66,96,14
18,17,71,53,44,40,3
56,40,77,3,87,85,15
13,33,80,25,24,16,89
96,35,88,25,85,19,5
49,77,13,98,73,23,97
63,87,17,85,66,29,29
46,52,74,23,55,75,3
25,39,41,96,19,82,81
44,14,19,13,31,60,57
54,54,27,81,34,6,95
82,14,73,45,81,76,82
12,35,74,4,14,12,84
91,30,13,5,54,35,89
14,9,64,13,52,2,47
19,80,91,91,38,94,45
15,82,43,50,81,58,21
75,69,38,67,41,78,36
34,94,19,26,64,15,48
91,5,96,19,15,15,49
21,40,89,84,35,35,33
78,26,8,7,6,95,55
8,77,71,81,1,26,70
77,46,96,10,18,40,51
52,44,48,23,35,79,18
95,21,88,42,89,70,66
99,68,61,41,56,54,29
27,81,71,61,79,25,96
86,19,15,80,33,67,5
77,29,80,65,20,8,33
59,59,97,35,92,57,75
40,3,68,68,26,66,40
66,35,55,32,34,10,92
2,76,94,11,27,53,33
75,51,33,93,93,36,7
66,31,90,88,13,58,6
77,53,16,4,2,14,90
33,71,94,76,75,28,95
21,84,34,67,8,26,91
69,53,44,78,21,76,85
29,43,78,52,55,61,53
68,14,77,66,20,83,11
28,8,82,21,11,71,33
44,79,70,57,29,6,16
37,53,70,91,94,93,12
95,49,48,54,76,37,28
32,85,61,81,40,51,71
94,94,73,54,6,12,31
69,66,41,89,96,52,42
53,66,83,31,76,56,37
50,31,83,59,63,89,37
20,44,66,48,97,99,25
11,11,61,56,25,71,97
72,1,73,35,24,51,18
59,84,91,48,22,33,83
42,95,28,69,67,38,41
5,3,91,6,98,55,45
97,84,65,29,95,27,54
94,8,43,6,91,43,3
79,7,33,71,79,58,18
96,56,51,98,71,77,50
78,68,26,10,88,22,17
11,78,66,23,3,36,39
17,90,59,80,97,39,61
95,7,25,4,38,20,76
13,11,44,25,59,40,56
67,89,11,96,70,87,89
7,95,93,99,92,11,69
21,49,61,7,31,61,89
68,66,34,3,28,54,99
39,55,29,65,3,24,3
58,87,95,4,9,55,6
46,55,63,74,75,47,21
26,42,60,32,93,86,95
88,96,28,15,44,58,4
89,47,25,39,50,75,10
49,30,94,86,10,72,15
66,86,3,5,97,15,64
24,70,39,46,5,56,9
52,4,29,21,7,32,27
62,60,86,97,48,65,24
46,85,34,96,42,99,88
45,68,71,68,19,21,9
34,9,11,87,62,10,96
68,86,94,80,36,99,26
76,1,38,89,71,76,76
12,86,42,37,67,84,10
88,41,36,49,72,24,16
44,67,85,80,67,63,19
16,78,10,61,5,27,8
77,47,9,7,78,30,53
90,91,42,27,75,87,98
43,98,7,38,40,55,18
54,52,49,56,70,12,68
81,32,22,83,45,75,33
11,45,62,92,65,28,78
59,82,22,32,57,31,48
2,62,95,11,24,26,97
61,76,5,19,25,25,82
17,17,39,29,46,46,20
72,91,73,24,24,67,94
23,25,99,51,30,58,19
30,6,93,39,95,42,89
2,84,87,83,85,99,20
14,70,52,86,61,69,68
85,83,6,15,37,39,38
60,90,2,37,14,16,21
62,8,22,94,35,85,29
58,9,29,3,82,27,86
6,27,46,88,62,60,38
47,21,18,15,3,83,34
40,48,27,80,9,82,36
66,6,39,81,82,67,44
35,51,78,16,91,65,66
45,41,18,52,82,35,28
78,71,66,35,31,74,90
69,92,79,9,59,23,1
8,29,21,77,38,26,16
18,4,23,52,78,89,31
14,3,63,15,87,59,64
39,6,8,97,58,35,98
87,74,16,88,91,66,23
60,47,21,18,33,78,85
59,24,30,93,84,43,47
94,38,46,60,87,21,35
56,82,40,90,61,78,59
46,10,31,1,89,98,50
49,1,90,91,59,19,53
82,59,92,55,62,88,62
79,34,84,96,6,59,11
10,8,57,90,36,73,44
27,66,32,85,12,33,73
48,43,66,96,2,90,96
27,11,71,70,74,2,25
92,26,26,42,39,73,40
88,23,82,24,57,43,51
77,85,31,5,16,66,7
44,25,94,8,64,70,85
52,18,93,55,27,51,99
2,79,51,41,12,65,71
26,80,75,27,45,40,88
14,93,41,4,68,59,88
47,93,91,55,13,20,16
67,42,70,85,67,14,44
63,18,50,30,81,41,58
43,1,33,25,24,10,41
53,63,8,93,94,64,99
96,70,77,84,2,2,21
99,26,34,75,18,49,64
58,88,40,60,51,20,17
29,35,22,80,45,51,92
20,83,97,47,37,87,69
50,59,45,70,51,97,12
17,7,71,69,76,54,11
33,71,88,32,79,46,51
70,85,24,14,22,96,77
83,32,89,56,10,78,41
67,41,41,54,84,47,27
58,99,11,62,39,11,35
37,41,15,49,7,56,19
15,9,41,73,65,63,64
82,6,56,99,32,42,67
64,20,17,5,8,87,82
36,95,96,96,50,96,83
17,78,29,35,98,49,17
33,9,58,36,80,21,90
75,81,12,12,5,49,44
61,19,29,70,85,13,97
72,1,90,23,46,33,76
72,7,32,26,10,24,82
49,9,34,25,40,20,65
34,42,72,61,74,86,19
37,80,6,74,88,56,89
75,15,7,11,39,86,88
94,19,94,96,87,39,89
79,58,43,11,57,77,49
49,60,82,16,75,27,93
28,42,87,1,50,60,58
37,95,45,50,59,83,62
19,84,50,39,77,25,37
82,78,92,78,80,74,14
45,42,33,8,52,75,24
49,57,46,4,97,84,27
60,15,23,46,52,64,44
69,25,6,18,67,59,30
89,34,59,84,42,97,86
63,79,24,42,54,39,41
27,23,17,5,32,2,37
7,10,32,58,35,43,87
69,47,26,97,58,10,31
9,13,33,29,29,94,5
97,51,48,31,40,76,8
71,88,69,10,18,60,7
35,34,90,10,94,43,91
42,96,12,60,16,89,13
52,25,5,15,6,59,55
20,60,62,94,49,54,48
15,46,60,18,14,68,45
30,14,25,40,78,58,91
53,25,18,54,47,8,6
13,79,48,80,90,52,34
42,98,60,35,67,25,80
27,89,14,45,29,27,70
48,84,7,77,50,40,70
39,77,7,2,96,40,9
81,4,31,29,76,82,70
14,62,85,14,94,88,60
90,41,96,2,1,91,38
40,14,75,20,68,99,21
93,37,95,13,30,74,78
35,84,22,16,51,27,91
5,83,58,7,97,45,34
46,2,76,91,15,1,6
73,65,19,15,34,79,31
86,60,35,82,60,69,34
58,46,3,56,68,13,64
15,76,95,48,96,16,71
84,58,99,24,63,32,52
17,15,71,95,13,6,85
80,82,27,81,43,74,39
48,46,11,25,75,25,9
91,8,95,80,85,51,58
21,81,54,92,36,25,5
48,67,45,84,45,8,82
3,69,3,74,43,11,19
96,27,10,88,88,89,93
44,27,32,63,87,38,67
72,57,85,31,37,40,54
47,9,65,13,43,9,27
54,76,90,5,20,80,37
12,49,10,44,35,74,80
39,59,17,10,16,32,98
57,86,83,39,53,58,40
45,31,32,31,14,80,10
26,75,71,78,40,57,10
80,38,53,7,74,69,29
40,47,42,28,32,68,94
41,95,50,30,87,7,82
36,10,82,69,49,73,11
47,78,30,57,48,86,86
44,43,80,33,20,78,11
15,63,5,25,68,99,27
81,26,55,34,28,12,58
83,81,94,53,45,27,48
20,17,81,53,95,19,96
91,51,35,72,88,8,66
62,90,93,89,72,72,12
19,56,52,18,5,72,90
19,91,63,78,77,24,3
65,56,56,95,84,27,30
77,13,58,27,62,78,59
26,33,48,74,24,14,86
14,51,65,5,8,8,61
95,61,86,45,32,21,23
60,88,64,90,72,15,30
10,48,6,85,15,79,11
58,94,68,88,85,81,18
54,48,78,77,65,98,29
97,70,45,49,97,85,9
83,49,11,76,51,22,64
92,78,65,30,46,66,37
78,9,22,88,92,85,44
33,84,12,63,66,11,97
96,4,53,88,81,94,56
25,48,25,60,68,71,64
28,57,24,93,95,79,93
51,83,19,51,63,52,13
71,66,5,79,56,7,78
67,32,75,56,89,76,73
25,5,91,33,18,48,19
42,72,19,60,79,81,20
9,20,35,6,51,11,15
67,5,16,36,72,9,8
45,67,9,46,30,57,49
5,57,66,99,69,46,8
47,10,26,45,32,14,84
90,87,70,82,44,15,2
82,24,32,93,48,41,56
43,11,84,66,12,16,42
21,10,3,64,12,74,21
13,19,62,61,54,79,82
34,85,20,67,16,33,22
22,52,21,90,95,77,79
68,78,48,57,42,30,66
3,62,67,39,64,77,38
46,54,32,58,34,24,70
75,7,1,66,82,37,56
80,40,94,92,75,30,62
44,26,23,53,4,22,5
78,11,45,89,25,64,1
42,19,20,84,96,10,72
32,64,66,69,38,74,82
18,27,58,73,16,80,57
72,68,40,77,78,24,74
31,92,79,6,44,7,68
74,97,59,65,85,68,91
41,24,14,9,56,1,73
15,31,95,63,51,7,28
34,6,20,91,39,1,90
26,56,21,69,82,21,11
35,85,59,60,47,74,83
34,56,3,17,36,43,62
24,73,82,3,83,40,16
88,44,75,47,79,64,5
53,26,94,33,7,91,12
14,26,3,51,37,99,65
11,30,55,13,83,21,76
96,34,93,91,77,34,14
2,72,98,60,36,59,12
88,87,29,20,75,34,10
7,88,30,34,1,32,51
74,34,63,95,30,27,48
79,23,48,40,37,60,20
26,62,89,3,71,37,13
5,37,99,69,69,69,24
33,4,57,14,3,66,65
33,43,38,92,36,4,48
85,79,45,43,35,49,77
46,73,1,70,52,85,86
82,83,16,94,43,63,90
21,30,69,25,86,93,4
3,16,87,59,2,55,74
81,50,73,75,11,50,68
89,54,51,83,10,51,22
90,61,66,14,84,33,72
23,11,14,62,67,10,69
47,49,6,33,22,14,45
4,1,22,6,26,56,68
61,54,93,22,13,77,51
30,29,22,22,31,23,23
96,85,57,59,18,67,10
80,29,91,23,96,19,29
5,3,98,39,59,16,19
64,97,61,41,95,81,21
25,78,4,59,89,23,67
5,27,40,13,78,51,57
12,99,69,6,9,73,86
59,11,35,62,2,18,80
40,68,75,44,13,67,84
17,84,78,79,5,54,22
29,8,72,25,12,78,65
71,16,39,77,50,38,18
29,65,44,57,57,72,18
10,52,5,39,21,73,90
10,84,85,81,43,21,17
97,36,80,87,76,5,83
14,57,75,99,71,66,75
62,69,88,81,81,96,4
48,68,37,81,46,73,22
41,99,47,92,56,77,39
98,66,83,87,17,94,33
85,87,50,93,97,12,79
90,71,82,52,1,6,84
18,10,77,27,94,90,81
62,56,42,55,42,29,69
8,40,2,87,63,79,25
51,12,79,95,33,46,82
31,55,75,27,23,42,74
57,81,96,43,93,25,83
17,63,57,70,84,24,47
28,2,27,97,82,48,52
1,83,6,40,11,45,27
37,98,10,22,79,42,43
55,73,47,97,45,88,98
68,49,99,14,77,69,76
27,8,67,15,81,55,1
55,6,19,4,24,43,91
19,96,1,47,28,64,64
13,78,57,7,78,42,64
70,58,1,6,83,15,54
74,33,50,25,65,33,89
28,92,29,17,98,74,29
8,16,1,47,32,49,78
61,45,79,91,30,8,35
58,87,12,30,93,9,26
57,46,40,35,6,89,30
32,88,32,89,20,76,61
59,22,27,69,56,57,41
27,4,44,3,50,90,39
20,27,2,22,81,7,5
86,4,44,10,41,98,69
54,81,60,24,40,20,85
11,86,6,28,19,30,16
12,45,11,42,29,30,46
41,12,4,27,30,79,49
22,1,93,81,12,82,67
95,75,17,15,61,85,65
27,95,99,2,73,98,33
6,72,56,42,76,68,18
38,69,25,71,55,12,83
62,47,19,82,84,6,8
67,89,28,49,71,74,13
44,85,91,60,96,64,11
60,96,6,34,14,5,37
77,30,12,5,46,20,21
58,90,70,40,64,79,24
95,26,65,65,42,60,98
34,63,8,94,92,16,4
98,21,97,90,49,67,82
56,9,75,53,26,86,30
81,53,35,33,85,52,13
80,56,89,23,35,53,46
96,75,10,16,93,81,76
67,44,74,26,32,70,91
62,53,84,84,67,70,4
37,34,80,81,77,11,44
96,39,48,21,2,25,54
96,51,27,18,75,26,97
71,28,11,23,69,17,9
82,25,41,87,65,16,72
72,81,59,61,32,16,46
93,24,68,89,93,62,44
83,20,21,46,42,25,80
95,44,95,75,77,78,26
53,58,32,8,98,74,91
89,2,3,56,63,48,19
70,61,49,72,68,53,95
61,53,71,12,97,79,1
57,69,73,49,27,18,55
45,25,50,17,17,22,64
69,54,14,25,77,80,37
75,81,39,85,19,39,26
56,23,92,57,92,52,65
9,49,79,13,7,40,36
76,42,81,8,51,67,31
54,51,5,21,62,98,69
25,8,36,92,46,9,65
64,48,23,99,34,40,43
19,7,33,6,8,61,51
18,97,48,26,92,9,93
28,86,28,50,58,10,15
60,46,95,91,80,52,26
27,70,44,60,98,50,3
4,82,5,85,55,61,94
94,7,14,86,49,10,16
49,1,59,1,63,62,2
70,44,47,59,17,2,13
55,69,76,84,53,18,37
89,73,12,88,64,4,44
31,32,95,10,55,75,1
93,60,9,55,64,45,84
36,35,94,1,46,3,30
30,93,72,3,10,32,96
43,79,77,20,96,84,86
89,14,5,22,57,92,75
98,66,30,90,86,45,76
81,73,21,45,24,52,94
12,10,33,60,54,76,22
70,94,49,42,57,65,24
58,39,83,87,98,95,70
64,3,72,71,24,17,66
44,21,7,27,45,98,51
51,8,88,35,81,35,76
62,49,11,25,27,17,10
16,13,55,91,90,78,45
38,50,1,88,88,15,35
82,6,56,20,78,70,79
28,48,9,92,39,89,77
49,41,55,22,90,90,34
58,36,18,84,4,85,38
33,24,34,79,91,37,73
65,80,71,3,75,63,23
80,9,47,70,54,99,46
13,86,18,59,80,40,50
12,28,85,35,63,69,37
41,6,48,88,62,38,81
69,32,97,94,68,43,91
38,55,4,78,96,68,82
97,52,29,61,28,48,49
74,45,11,70,54,9,45
11,47,9,92,63,64,41
66,54,65,34,16,2,57
36,91,72,48,73,26,45
90,32,11,34,2,62,30
67,86,35,72,12,9,37
86,63,90,30,92,1,47
3,55,79,22,84,26,66
53,2,69,42,94,93,6
14,3,50,83,78,98,66
3,91,8,79,53,93,64
94,14,58,87,23,46,86
9,69,96,15,92,87,46
26,66,23,45,81,82,90
13,69,39,64,95,11,49
81,66,9,17,45,67,89
91,97,67,70,85,99,98
80,28,98,63,1,49,1
60,81,69,19,26,44,76
77,78,61,76,88,87,32
7,38,40,95,19,4,14
19,32,42,48,21,69,89
29,63,98,45,2,22,76
78,94,85,58,5,23,80
29,38,71,98,47,71,23
94,23,33,29,56,14,90
28,57,9,12,54,30,8
5,53,77,90,65,15,80
45,85,14,43,15,49,84
52,53,6,84,92,7,35
76,93,91,93,80,79,57
46,51,30,19,96,76,29
17,33,65,74,28,44,26
28,77,49,2,85,56,69
24,71,41,57,18,72,79
56,25,33,27,54,79,79
36,2,18,81,53,14,6
33,82,62,12,61,86,91
16,42,32,85,66,61,15
10,5,78,62,74,87,56
63,2,31,73,79,88,95
61,85,62,5,84,78,13
43,98,91,31,46,70,46
3,98,24,52,23,21,41
77,25,5,25,41,43,34
58,76,34,40,41,37,70
13,60,57,71,16,65,32
38,34,67,70,45,77,61
26,85,2,77,31,23,89
89,41,26,35,42,25,53
68,48,81,68,10,44,27
74,17,11,59,14,78,79
90,45,13,25,97,85,72
51,16,83,48,58,66,68
62,66,83,52,4,34,77
68,42,80,56,72,26,52
98,13,76,36,5,53,13
27,75,47,21,71,75,40
78,20,74,42,31,33,41
88,98,22,82,79,13,91
9,97,63,51,16,26,42
63,53,85,58,47,43,56
54,42,18,94,33,72,27
28,60,63,61,9,46,24
84,31,14,13,27,39,43
70,59,71,36,70,35,86
63,45,83,3,18,24,26
91,74,44,78,7,49,17
37,85,65,25,77,22,63
16,89,33,80,98,32,89
30,15,61,23,79,27,21
18,39,9,10,99,51,89
3,54,39,99,45,65,77
2,95,1,73,29,25,89
77,16,36,3,87,2,83
15,38,31,8,82,6,93
89,13,22,2,19,29,70
55,96,1,30,1,56,76
92,47,75,87,61,82,32
20,98,84,15,31,65,37
99,67,18,25,47,86,45
4,62,51,2,79,79,46
5,85,85,54,69,52,73
34,62,91,71,17,49,43
16,29,10,5,68,6,52
4,49,46,2,70,64,63
82,31,74,85,16,5,8
99,52,32,62,90,15,34
44,51,97,78,23,58,41
1,6,15,84,45,47,1
8,21,44,6,17,77,31
53,39,78,66,40,21,68
53,20,72,70,54,28,99
70,18,59,67,66,75,71
55,20,57,51,96,6,90
7,26,10,51,68,55,41
99,58,35,2,85,70,80
4,77,8,10,47,5,99
7,47,33,14,61,46,91
84,2,49,90,54,27,28
52,8,94,56,44,91,6
99,12,39,67,7,34,27
90,14,28,58,66,52,75
95,7,69,24,18,43,93
81,19,46,27,53,21,82
94,28,34,29,48,58,73
7,32,82,71,13,36,87
56,18,6,26,3,90,80
3,56,66,81,71,39,10
23,14,99,65,26,78,32
10,60,43,57,36,14,87
92,31,87,84,65,49,74
49,73,26,33,19,76,52
37,61,74,65,91,11,58
83,96,19,81,33,58,4
56,94,25,80,81,67,27
6,90,76,36,94,78,23
87,94,5,96,14,82,82
17,64,1,52,57,34,78
60,11,59,70,54,77,61
84,62,65,18,41,60,72
15,49,25,21,40,52,95
88,61,93,30,38,18,75
8,10,61,73,79,15,27
71,5,76,60,45,93,92
37,98,87,92,81,56,71
93,38,76,27,15,37,23
87,1,71,42,76,91,39
75,48,82,24,98,15,30
41,35,14,37,10,57,61
61,77,50,96,27,24,32
69,21,91,87,36,78,5
40,14,84,12,25,34,43
54,10,34,13,14,46,22
19,14,99,71,59,94,49
45,42,48,50,38,69,95
66,70,79,16,60,60,61
73,30,42,76,9,24,26
73,95,37,19,34,74,13
89,42,92,44,76,89,65
82,93,39,7,59,43,95
36,23,19,58,2,66,43
52,92,32,57,58,67,74
35,80,21,51,93,39,11
8,54,14,68,80,87,56
15,40,54,23,48,83,89
48,39,74,9,89,72,35
81,88,57,68,39,34,41
78,94,24,74,15,57,61
40,57,83,16,25,10,57
53,75,66,93,32,3,11
52,71,99,66,85,4,42
35,83,23,82,12,11,80
18,9,27,35,95,5,96
34,7,63,71,69,44,40
93,13,63,70,44,60,50
21,37,95,86,48,88,86
41,26,17,39,79,83,26
74,81,97,62,86,6,1
89,18,91,94,33,71,90
44,67,85,55,49,36,22
9,97,73,52,67,27,79
66,4,46,30,2,56,11
42,85,62,94,53,95,42
64,27,83,27,7,45,23
10,78,45,70,16,51,4
84,30,61,13,92,19,82
28,56,61,5,63,13,46
78,78,3,53,62,34,3
28,59,97,37,42,64,46
18,75,34,85,40,14,59
97,43,74,89,6,20,15
16,1,13,3,43,23,55
39,96,24,20,85,62,37
79,93,99,71,72,51,39
21,14,7,39,47,95,89
71,80,19,67,12,31,1
48,37,21,58,17,62,9
19,13,5,8,1,63,23
49,19,52,64,41,61,63
65,67,15,71,10,27,71
31,56,78,78,19,45,57
20,21,31,99,78,48,62
21,67,88,63,59,27,12
1,8,74,86,95,5,13
77,17,52,92,17,53,87
25,74,17,7,58,34,5
41,56,28,29,75,24,51
73,56,41,96,2,74,78
31,54,74,12,3,7,87
71,73,43,5,90,69,37
93,72,94,60,56,66,26
27,30,87,15,14,34,58
84,74,92,19,39,46,29
73,50,31,2,34,66,29
44,22,56,20,95,66,94
53,89,32,6,15,11,93
80,45,90,93,12,53,68
63,83,63,10,50,63,33
81,92,65,36,1,95,69
46,95,53,19,75,10,9
55,91,15,81,28,66,10
4,51,22,34,45,99,41
15,44,53,48,96,50,59
53,27,50,68,73,73,67
9,7,33,56,17,99,74
11,88,40,97,45,72,48
79,42,24,25,55,34,31
51,78,72,70,94,90,28
11,47,26,77,19,82,45
47,13,83,41,95,11,62
54,59,37,21,68,18,46
93,16,33,82,75,51,63
80,17,36,27,52,73,23
41,22,50,10,91,15,2
27,41,24,18,72,91,76
59,75,27,4,59,7,21
54,25,75,53,22,22,50
99,30,13,68,75,91,82
55,48,55,51,61,54,48
12,67,18,63,94,29,1
10,17,85,33,89,90,7
54,45,73,53,99,14,66
5,35,21,32,53,63,40
46,11,29,42,81,23,24
80,23,9,43,48,12,65
19,72,42,36,33,78,3
27,55,54,34,12,4,36
3,58,29,94,93,37,15
46,32,67,59,99,37,3
31,76,75,95,7,69,46
97,57,25,19,2,76,15
86,81,50,46,71,28,32
40,86,91,24,18,58,11
21,59,5,4,69,2,18
2,40,2,76,10,30,42
70,9,40,50,98,85,82
90,70,4,76,56,93,31
78,93,83,30,63,63,35
77,64,27,75,75,88,39
59,88,88,52,16,64,78
88,23,14,70,47,69,27
66,43,7,84,92,91,70
65,77,40,9,99,2,57
43,98,28,5,43,79,58
38,23,63,23,39,25,91
55,28,30,8,87,93,86
69,81,83,18,81,22,87
79,6,56,51,5,1,8
41,43,27,86,62,27,83
59,18,57,30,22,6,20
14,80,78,60,21,75,99
86,68,15,40,51,30,6
43,12,30,68,70,84,80
14,86,67,92,76,39,37
32,69,60,43,87,20,7
63,14,37,38,22,58,79
88,37,97,30,40,60,5
53,44,95,38,55,22,3
86,28,23,63,44,60,63
36,4,23,50,41,56,14
6,31,90,65,43,73,40
1,97,71,13,92,38,57
28,40,33,78,88,77,86
57,34,51,19,49,12,72
4,91,77,86,65,20,73
36,75,35,57,54,40,41
5,31,26,7,82,20,5
57,87,41,1,32,29,87
52,64,6,90,6,99,63
76,73,68,2,22,64,84
6,16,1,31,81,26,56
73,50,49,36,8,96,62
5,50,63,55,1,13,37
26,71,74,94,38,91,90
43,68,38,16,14,45,92
7,40,37,26,37,3,80
29,6,46,95,28,6,7
13,11,75,9,72,9,22
21,5,97,15,38,9,69
36,92,44,49,38,67,32
98,84,83,72,47,30,53
92,9,13,97,42,38,94
5,3,67,33,30,78,60
15,3,46,39,17,67,80
13,80,16,72,39,35,21
56,83,35,97,49,87,31
83,96,55,24,61,5,67
42,63,82,55,34,59,9
68,5,82,48,97,64,64
57,37,70,14,6,72,47
28,89,66,64,38,48,35
64,54,26,7,16,6,74
72,37,45,41,36,9,94
71,64,24,5,87,39,47
4,14,58,8,7,6,66
56,41,35,96,92,53,37
98,73,78,53,60,13,25
98,18,83,25,77,96,55
45,60,5,32,92,67,17
35,61,6,15,24,15,51
65,75,9,29,24,1,12
92,65,2,27,71,42,79
34,10,74,75,13,71,46
44,69,88,12,99,18,90
85,20,36,24,14,21,79
3,22,26,74,91,21,85
89,89,13,38,87,23,82
70,9,83,38,94,78,43
45,49,96,96,80,17,65
93,29,51,80,59,10,10
49,39,25,18,92,4,60
13,86,12,85,34,69,87
88,37,82,43,73,24,76
17,23,98,65,39,75,73
26,70,55,97,43,38,73
40,23,38,37,69,37,94
73,29,84,64,20,89,8
45,4,64,43,17,22,23
50,51,12,93,85,65,31
69,45,69,2,16,4,85
11,74,75,11,87,21,94
63,63,63,92,3,45,20
15,2,35,53,36,28,99
78,1,69,18,87,97,66
63,87,3,60,45,39,27
28,69,17,4,13,28,82
61,67,15,8,67,64,76
43,11,19,34,62,32,92
1,23,18,2,47,44,72
81,33,62,3,21,3,34
85,93,74,73,56,97,4
88,52,80,31,52,17,3
3,95,39,5,20,39,31
82,14,56,54,1,43,48
1,24,28,28,64,54,93
76,58,33,70,55,99,1
46,31,98,79,8,55,65
6,20,13,71,45,13,25
52,27,34,24,99,88,71
6,27,25,7,25,79,2
11,88,55,25,73,61,54
21,96,20,56,86,23,40
91,1,65,71,88,58,76
92,69,18,20,15,70,41
32,94,13,72,18,28,46
30,15,22,82,41,40,72
55,26,11,40,9,32,40
14,71,57,87,30,56,82
91,19,96,56,25,33,57
41,98,84,23,14,34,77
24,9,94,9,43,53,48
4,44,39,79,79,66,2
35,13,36,59,4,56,4
17,70,15,1,5,29,37
14,48,30,30,12,37,39
51,1,55,22,97,28,5
14,23,58,12,4,78,81
33,90,55,59,45,24,40
7,49,8,54,93,35,73
39,85,95,42,53,95,7
50,8,30,96,33,89,12
21,85,88,8,27,45,50
8,26,82,67,2,80,57
34,74,43,54,35,21,39
85,84,1,6,90,90,37
96,11,21,29,48,58,82
41,86,40,82,73,29,26
46,48,43,32,53,76,94
67,94,62,75,74,1,78
30,80,70,86,88,63,79
46,79,14,64,59,11,8
97,38,73,85,89,97,30
93,78,76,59,42,54,37
50,62,13,14,47,70,89
72,30,76,22,25,66,4
27,33,21,6,72,12,27
68,2,77,62,53,45,20
54,13,73,43,8,68,71
34,77,92,45,42,24,86
40,48,96,66,60,97,11
53,1,23,49,80,13,6
86,74,94,66,47,94,97
64,47,61,74,9,38,42
17,1,65,6,34,52,6
6,78,42,80,38,25,36
38,89,63,17,91,72,7
37,59,99,18,6,28,93
37,66,69,54,63,32,20
61,16,32,46,4,55,81
84,49,27,3,50,84,19
21,60,45,75,19,18,81
52,5,87,73,98,75,65
5,82,1,85,77,16,61
41,63,49,91,28,29,69
21,52,71,57,33,78,4
80,31,99,47,65,84,96
4,16,78,12,2,81,37
55,69,85,10,76,71,26
29,92,89,93,70,74,28
40,2,99,12,61,60,87
80,67,53,61,3,40,60
18,32,93,42,71,33,78
32,72,47,46,57,14,31
17,41,41,23,58,45,74
11,33,11,20,53,12,39
17,28,37,67,59,56,93
44,72,9,66,69,30,32
44,45,10,36,86,19,45
38,9,47,70,22,38,77
4,87,21,4,94,58,70
43,5,66,17,62,45,87
77,62,72,92,4,20,28
98,86,90,58,85,96,90
22,34,74,96,54,82,57
30,41,82,68,12,13,21
26,3,54,2,49,97,31
95,11,23,53,35,35,51
24,44,11,70,36,8,75
98,41,41,9,17,65,94
99,82,73,4,67,59,30
96,19,58,63,9,74,33
34,76,82,35,40,10,27
77,35,16,70,33,18,54
14,11,5,26,58,16,85
80,59,68,19,99,17,51
81,38,67,18,11,37,67
40,87,84,58,77,85,79
75,55,99,81,45,30,99
66,38,95,29,62,89,63
68,25,88,42,30,92,99
16,29,84,29,66,33,8
57,80,80,63,95,12,25
58,69,99,19,90,50,14
30,75,45,60,56,72,34
17,69,40,5,74,3,5
9,28,21,30,70,39,6
29,93,4,53,68,35,72
17,88,83,94,75,78,10
29,10,36,25,81,71,89
39,6,3,95,90,21,84
44,99,39,6,87,34,97
77,52,20,46,65,23,19
67,42,39,85,60,1,15
5,87,35,84,47,7,78
25,54,41,13,14,64,34
33,90,81,46,11,15,81
56,57,58,16,29,64,56
9,49,5,1,70,25,64
12,99,77,96,95,30,60
36,65,9,1,81,21,21
18,11,10,93,3,28,11
46,3,46,11,3,5,35
75,66,75,38,10,19,71
4,88,63,60,47,94,53
15,37,66,36,70,62,86
37,92,96,89,87,98,18
8,87,30,52,91,80,40
74,40,61,75,90,38,87
75,58,40,90,57,11,90
99,37,48,55,31,20,10
8,37,28,92,83,26,10
20,34,3,57,45,93,80
68,92,73,96,32,23,61
32,16,38,74,92,66,81
75,3,63,59,88,44,93
51,61,50,52,52,64,48
47,44,19,30,28,15,6
45,43,16,96,71,55,28
19,50,48,96,39,62,35
7,18,17,73,30,34,18
57,5,90,6,66,35,99
25,87,33,95,63,32,88
73,17,59,70,73,32,28
55,85,80,50,52,38,63
91,88,69,32,94,46,90
6,15,88,55,68,10,83
73,99,55,70,72,20,17
6,97,61,81,71,24,67
46,80,19,7,17,29,12
72,74,21,53,58,33,48
96,63,76,44,81,24,22
76,31,1,57,97,48,32
